symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isActivelyTrading
RBLX,Roblox Corporation,28517245262,Communication Services,Electronic Gaming & Multimedia,1.659,45.72,0.0,7500980,New York Stock Exchange,NYSE,US,False,True
FLTR.IR,Flutter Entertainment plc,28373657100,Consumer Cyclical,Gambling,0.838,160.45,0.0,9873,Irish,EURONEXT,IE,False,True
CBRE,"CBRE Group, Inc.",28373180370,Real Estate,Real Estate Services,1.393,93.09,0.0,1180643,New York Stock Exchange,NYSE,US,False,True
FNV.TO,Franco-Nevada Corporation,28197305630,Basic Materials,Gold,0.568,146.77,1.82,262124,Toronto Stock Exchange,TSX,CA,False,True
FMX,"Fomento Económico Mexicano, S.A.B. de C.V.",28170981300,Consumer Defensive,Beverages—Brewers,0.433,130.35,2.07,201681,New York Stock Exchange,NYSE,MX,False,True
VXF,Vanguard Extended Market Index Fund,28145252331,,,1.06,164.42,2.0808,382658,New York Stock Exchange Arca,AMEX,US,True,True
MDY,SPDR S&P MIDCAP 400 ETF Trust,28116512423,,,1.03,507.38,6.1515200000000005,1011641,New York Stock Exchange Arca,AMEX,US,True,True
DFS,Discover Financial Services,28106519200,Financial Services,Credit Services,1.44,112.4,2.7,894668,New York Stock Exchange,NYSE,US,False,True
NET,"Cloudflare, Inc.",27956362982,Technology,Software—Infrastructure,1.097,83.26,0.0,1940104,New York Stock Exchange,NYSE,US,False,True
MBB,iShares MBS ETF,27945415102,,,1.05,94.08,3.1979300000000004,1442843,NASDAQ Global Market,NASDAQ,US,True,True
HO.PA,Thales S.A.,27925352163,Industrials,Aerospace & Defense,0.579,133.95,3.04,100404,Paris,EURONEXT,FR,False,True
PTRQX,PGIM Total Return Bond Fund -Class R6,27862337527,,,1.05,12.06,0.132,0,NASDAQ,NASDAQ,US,False,True
NTR,Nutrien Ltd.,27857832510,Basic Materials,Agricultural Inputs,0.96,56.33,2.12,1086255,New York Stock Exchange,NYSE,CA,False,True
SNAP,Snap Inc.,27857107552,Communication Services,Internet Content & Information,1.314,16.93,0.0,12363437,New York Stock Exchange,NYSE,US,False,True
KEYS,"Keysight Technologies, Inc.",27847909050,Technology,Scientific & Technical Instruments,1.038,159.09,0.0,743385,New York Stock Exchange,NYSE,US,False,True
PDBZX,PGIM Total Return Bond Fund Class Z,27839234042,,,1.05,12.05,0.129,0,NASDAQ,NASDAQ,,False,True
NETE,"Net Element, Inc.",27819785360,Technology,Software—Infrastructure,1.985454,13.09,0.0,4070566,NASDAQ Capital Market,NASDAQ,US,False,False
FANG,"Diamondback Energy, Inc.",27756993800,Energy,Oil & Gas E&P,1.88,155.08,7.99,1254885,NASDAQ Global Select,NASDAQ,US,False,True
WBD,"Warner Bros. Discovery, Inc.",27750926600,Communication Services,Entertainment,1.583,11.38,0.0,20248549,NASDAQ Global Select,NASDAQ,US,False,True
ACGL,Arch Capital Group Ltd.,27715484440,Financial Services,Insurance—Diversified,0.632,74.27,0.0,1332066,NASDAQ Global Select,NASDAQ,BM,False,True
USMV,iShares MSCI USA Min Vol Factor ETF,27685117660,,,0.75,78.03,1.41786,2159804,BATS,ETF,US,True,True
CCEP.AS,Coca-Cola Europacific Partners PLC,27668413800,Consumer Defensive,Beverages—Non-Alcoholic,0.689,60.3,1.84,18959,Amsterdam,EURONEXT,GB,False,True
BMLP,BMO Dorsey Wright MLP Index Exchange Traded Notes,27603392492,,,1.74,42.33,0.0,130,NASDAQ Global Market,NASDAQ,US,True,False
BF-B,Brown-Forman Corporation,27579070458,Consumer Defensive,Beverages—Wineries & Distilleries,0.723,57.1,0.87,1047193,New York Stock Exchange,NYSE,US,False,True
XYL,Xylem Inc.,27569680080,Industrials,Specialty Industrial Machinery,1.069,114.36,1.32,667119,New York Stock Exchange,NYSE,US,False,True
PPL-PC.TO,Pembina Pipeline Corporation,27508822005,Energy,Oil & Gas Midstream,1.514,17.57,1.12,1700,Toronto Stock Exchange,TSX,CA,False,True
PRUIX,T. Rowe Price Equity Index 500 Fund I Class,27435521940,,,1.0,125.41,0.423,0,NASDAQ,NASDAQ,US,False,True
EIX,Edison International,27421347810,Utilities,Utilities—Regulated Electric,0.879,71.49,3.12,1335706,New York Stock Exchange,NYSE,US,False,True
ORA.PA,Orange S.A.,27400251050,Communication Services,Telecom Services,0.128,10.304,0.7,2750597,Paris,EURONEXT,FR,False,True
TTWO,"Take-Two Interactive Software, Inc.",27372444600,Communication Services,Electronic Gaming & Multimedia,0.745,160.95,0.0,916595,NASDAQ Global Select,NASDAQ,US,False,True
SBAC,SBA Communications Corporation,27369853030,Real Estate,REIT—Specialty,0.61,253.69,3.4,434884,NASDAQ Global Select,NASDAQ,US,False,True
PREIX,T. Rowe Price Equity Index 500 Fund,27359166814,,,1.0,125.41,0.389,0,NASDAQ,NASDAQ,US,False,True
DB,Deutsche Bank Aktiengesellschaft,27226557000,Financial Services,Banks—Regional,1.224,13.55,0.32,1172270,New York Stock Exchange,NYSE,DE,False,True
IWR,iShares Russell Mid-Cap ETF,27178295277,,,1.04,77.73,1.10858,1106513,New York Stock Exchange Arca,AMEX,US,True,True
FPURX,Fidelity Puritan Fund,27127353344,,,1.02,23.3,0.28600000000000003,0,NASDAQ,NASDAQ,,False,True
AEM,Agnico Eagle Mines Limited,27116654582,Basic Materials,Gold,0.909,54.85,1.6,1766607,New York Stock Exchange,NYSE,CA,False,True
VSGAX,Vanguard Small-Cap Growth Index Fd Admiral,27111571439,,,1.06,86.13,0.225,0,NASDAQ,NASDAQ,,False,True
VSIGX,Vanguard Intermediate-Term Treasury Index Fund Admiral Shares,27019352062,,,0.79,20.04,0.122,0,NASDAQ,NASDAQ,,False,True
VGIT,Vanguard Intermediate-Term Treasury Index Fund,27019352048,,,0.79,59.32,1.6172,2242141,NASDAQ Global Market,NASDAQ,US,True,True
VMVAX,Vanguard Mid-Cap Value Index Fd Admiral,26947960760,,,0.95,75.35,0.734,0,NASDAQ,NASDAQ,,False,True
XLV,Health Care Select Sector SPDR Fund,26923460564,,,0.68,136.38,2.1691,5589559,New York Stock Exchange Arca,AMEX,US,True,True
VOE,Vanguard Mid-Cap Value Index Fund,26864593638,,,0.95,145.01,3.2941,230164,New York Stock Exchange Arca,AMEX,US,True,True
DOL.TO,Dollarama Inc.,26855798580,Consumer Defensive,Discount Stores,0.626,95.49,0.28,291630,Toronto Stock Exchange,TSX,CA,False,True
PRBLX,Parnassus Core Equity Fund,26834460668,,,0.97,55.11,0.068,0,NASDAQ,NASDAQ,US,False,True
PRILX,Parnassus Core Equity Fund - Institutional Shares,26834460628,,,0.97,55.26,0.094,0,NASDAQ,NASDAQ,US,False,True
GWO-PN.TO,Great-West Lifeco Inc.,26664914285,Financial Services,Insurance—Life,0.846,13.21,0.44,600,Toronto Stock Exchange,TSX,CA,False,True
PAVLX,T. Rowe Price Value Fund Advisor Class,26661851118,,,0.83,40.92,0.0,0,NASDAQ,NASDAQ,US,False,True
TRVLX,T. Rowe Price Value Fund,26661851115,,,0.83,41.94,0.0,0,NASDAQ,NASDAQ,US,False,True
HZNP,Horizon Therapeutics Public Limited Company,26632119430,Healthcare,Drug Manufacturers—General,1.011406,116.3,0.0,28845652,NASDAQ Global Select,NASDAQ,IE,False,False
FTS.TO,Fortis Inc.,26628135000,Utilities,Utilities—Regulated Electric,0.189,54.51,2.36,911453,Toronto Stock Exchange,TSX,CA,False,True
AVB,"AvalonBay Communities, Inc.",26588048300,Real Estate,REIT—Residential,0.942,187.22,6.6,621504,New York Stock Exchange,NYSE,US,False,True
WEC,"WEC Energy Group, Inc.",26550163950,Utilities,Utilities—Regulated Electric,0.429,84.17,3.34,1322577,New York Stock Exchange,NYSE,US,False,True
VGSH,Vanguard Short-Term Treasury Index Fund,26518618647,,,0.23,58.33,1.9332000000000005,4208501,NASDAQ Global Market,NASDAQ,US,True,True
VSBSX,Vanguard Short-Term Treasury Index Fund Admiral Shares,26504975040,,,0.24,19.44,0.128,0,NASDAQ,NASDAQ,,False,True
MTD,Mettler-Toledo International Inc.,26301582048,Healthcare,Diagnostics & Research,1.162,1212.96,0.0,71381,New York Stock Exchange,NYSE,US,False,True
GBLEX,American Funds Global Balanced Fd Cl F-1,26239625187,,,0.98,36.34,0.24,0,NASDAQ,NASDAQ,,False,True
FLPSX,Fidelity Low-Priced Stock Fund,26223943667,,,0.79,44.07,0.576,0,NASDAQ,NASDAQ,,False,True
FFFFX,Fidelity Freedom 2040,26180079114,,,1.29,10.49,0.0,0,NASDAQ,NASDAQ,,False,True
FRDPX,Franklin Rising Dividends Fund,26122444788,,,0.88,88.45,0.472,0,NASDAQ,NASDAQ,US,False,True
PPL-PQ.TO,Pembina Pipeline Corporation,26073028592,Energy,Oil & Gas Midstream,1.514,18.62,1.21,800,Toronto Stock Exchange,TSX,CA,False,True
FFTHX,Fidelity Freedom 2035 Fund,26069551001,,,1.18,14.53,0.004,0,NASDAQ,NASDAQ,US,False,True
WST,"West Pharmaceutical Services, Inc.",26053253164,Healthcare,Medical Instruments & Supplies,1.073,352.12,0.8,231748,New York Stock Exchange,NYSE,US,False,True
GLW,Corning Incorporated,25979178750,Technology,Electronic Components,1.065,30.45,1.12,2730402,New York Stock Exchange,NYSE,US,False,True
VEU,Vanguard FTSE All-World ex-US Index Fund,25973619166,,,1.02,56.14,1.8634000000000002,2261247,New York Stock Exchange Arca,AMEX,US,True,True
RBHEX,American Funds 2050 Target Date Retirement Fund,25913948158,,,1.24,18.24,0.0,0,NASDAQ,NASDAQ,,False,True
FAITX,American Funds 2050 Target Date Retirment Fd Cl F-1,25913948142,,,1.24,18.47,0.0,0,NASDAQ,NASDAQ,,False,True
DAL,"Delta Air Lines, Inc.",25886516490,Industrials,Airlines,1.395,40.23,0.4,8607981,New York Stock Exchange,NYSE,US,False,True
TU,TELUS Corporation,25884451139,Communication Services,Telecom Services,0.7,17.79,1.11,2213173,New York Stock Exchange,NYSE,CA,False,True
FTV,Fortive Corporation,25876085420,Technology,Scientific & Technical Instruments,1.174,73.63,0.32,812153,New York Stock Exchange,NYSE,US,False,True
RFITX,American Funds 2050 Target Date Retirement Fund Class R-6,25858782750,,,1.24,18.75,0.0,0,NASDAQ,NASDAQ,,False,True
BCOIX,Baird Core Plus Bond Fund Institutional Class,25853528063,,,1.0,10.17,0.078,0,NASDAQ,NASDAQ,,False,True
BCOSX,Baird Core Plus Bond Fund Investor Class,25829320640,,,1.0,10.67,0.07300000000000001,0,NASDAQ,NASDAQ,,False,True
AWK,"American Water Works Company, Inc.",25699112950,Utilities,Utilities—Regulated Water,0.651,131.99,2.83,799586,New York Stock Exchange,NYSE,US,False,True
SPLK,Splunk Inc.,25670975000,Technology,Software—Infrastructure,1.05,152.35,0.0,1138460,NASDAQ Global Select,NASDAQ,US,False,True
NA-PC.TO,National Bank of Canada,25660004342,Financial Services,Banks—Diversified,1.097,25.75,1.76,3407,Toronto Stock Exchange,TSX,CA,False,True
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,25518422720,Communication Services,Telecom Services,0.256,25.76,1.13,142716,New York Stock Exchange,NYSE,ID,False,True
ZBH,"Zimmer Biomet Holdings, Inc.",25409499600,Healthcare,Medical Devices,1.02254,121.7,0.96,848337,New York Stock Exchange,NYSE,US,False,True
WY,Weyerhaeuser Company,25382134770,Real Estate,REIT—Specialty,1.49,34.77,0.76,2472089,New York Stock Exchange,NYSE,US,False,True
APTV,Aptiv PLC,25378378640,Consumer Cyclical,Auto Parts,1.969,89.72,0.0,1499592,New York Stock Exchange,NYSE,IE,False,True
BNTX,BioNTech SE,25305432184,Healthcare,Biotechnology,0.241,105.54,2.11,497173,NASDAQ Global Select,NASDAQ,DE,False,True
RMD,ResMed Inc.,25302765840,Healthcare,Medical Instruments & Supplies,0.549,172.02,1.92,518294,New York Stock Exchange,NYSE,US,False,True
HRCAX,Harbor Capital Appreciation Fund Administrative Class,25218480117,,,1.18,92.43,0.0,0,NASDAQ,NASDAQ,US,False,True
FOCPX,Fidelity OTC Portfolio,25131876341,,,1.07,18.29,0.0,0,NASDAQ,NASDAQ,US,False,True
HCAIX,Harbor Capital Appreciation Fund,25111107289,,,1.18,88.87,0.0,0,NASDAQ,NASDAQ,US,False,True
HNACX,Harbor Capital Appreciation Fund - Retirement Class,25109488896,,,1.18,96.76,0.0,0,NASDAQ,NASDAQ,,False,True
HACAX,Harbor Capital Appreciation Fund Institutional Class,25109185223,,,1.18,96.49,0.0,0,NASDAQ,NASDAQ,US,False,True
PPL.TO,Pembina Pipeline Corporation,25062259400,Energy,Oil & Gas Midstream,1.514,45.62,2.67,1035747,Toronto Stock Exchange,TSX,CA,False,True
VFWAX,Vanguard FTSE All-World ex-US Index Fd Admiral,25055674357,,,1.02,34.91,0.6240000000000001,0,NASDAQ,NASDAQ,,False,True
SOJB,The Southern Company JR SUB NT 76,25026830312,,,0.0,25.04,0.0,30075,New York Stock Exchange,NYSE,US,True,False
NWG,NatWest Group plc,25012738800,Financial Services,Banks—Diversified,1.334,5.63,0.28,777189,New York Stock Exchange,NYSE,GB,False,True
SOJA,The Southern Company JR SUB NT 2015A,25006839805,,,0.0,25.02,0.0,52100,New York Stock Exchange,NYSE,,True,False
PINS,"Pinterest, Inc.",24978240173,Communication Services,Internet Content & Information,1.015,37.04,0.0,3297588,New York Stock Exchange,NYSE,US,False,True
WTW,Willis Towers Watson Public Limited Company,24906312000,Financial Services,Insurance Brokers,0.734,241.2,3.36,336794,NASDAQ Global Select,NASDAQ,GB,False,True
CAH,"Cardinal Health, Inc.",24843974400,Healthcare,Medical Distribution,0.815,100.8,2.0,1454453,New York Stock Exchange,NYSE,US,False,True
POW.TO,Power Corporation of Canada,24842810046,Financial Services,Insurance—Life,1.109,37.89,2.1,3560222,Toronto Stock Exchange,TSX,CA,False,True
LR.PA,Legrand SA,24794404671,Industrials,Electrical Equipment & Parts,0.924,94.1,1.9,200012,Paris,EURONEXT,FR,False,True
CCO.TO,Cameco Corporation,24786707450,Energy,Uranium,0.898,57.13,0.12,812046,Toronto Stock Exchange,TSX,CA,False,True
GIB,CGI Inc.,24782326639,Technology,Information Technology Services,0.792,107.21,0.0,52702,New York Stock Exchange,NYSE,CA,False,True
RCI,Rogers Communications Inc.,24734918723,Communication Services,Telecom Services,0.521,46.81,1.47,270706,New York Stock Exchange,NYSE,CA,False,True
DFCEX,DFA  Emerging Markets Core Equity Portfolio,24664143868,,,0.97,22.41,0.026,0,NASDAQ,NASDAQ,,False,True
JRSXX,Edward Jones Money Market Fund - Retirement Shares,24634699776,,,,1.0,0.0,0,NASDAQ,NASDAQ,,False,True
GRMN,Garmin Ltd.,24593686740,Technology,Scientific & Technical Instruments,0.966,128.54,2.92,516434,New York Stock Exchange,NYSE,CH,False,True
RSP,Invesco S&P 500 Equal Weight ETF,24546262927,,,0.99,157.8,2.5801499999999997,5280872,New York Stock Exchange Arca,AMEX,US,True,True
EC,Ecopetrol S.A.,24505553200,Energy,Oil & Gas Integrated,0.839,11.92,3.3,1215374,New York Stock Exchange,NYSE,CO,False,True
KBC.BR,KBC Group NV,24335563775,Financial Services,Banks—Regional,1.199,58.72,4.0,335142,Brussels,EURONEXT,BE,False,True
DGRO,iShares Core Dividend Growth ETF,24315178331,,,0.84,53.82,1.31596,1511941,New York Stock Exchange Arca,AMEX,US,True,True
DSFIR.AS,DSM-Firmenich AG,24284849552,Consumer Defensive,Household & Personal Products,0.71528,92.0,1.6,226298,Amsterdam,EURONEXT,CH,False,True
BR,"Broadridge Financial Solutions, Inc.",24205870250,Technology,Information Technology Services,0.998,205.75,3.2,424751,New York Stock Exchange,NYSE,US,False,True
HIG,"The Hartford Financial Services Group, Inc.",24175891314,Financial Services,Insurance—Diversified,0.816,80.38,1.88,742827,New York Stock Exchange,NYSE,US,False,True
JUEMX,JPMorgan U.S. Equity Fund Class R6,24114580037,,,0.98,21.38,0.053,0,NASDAQ,NASDAQ,US,False,True
JUSRX,JPMorgan U.S. Equity Fund,24114421696,,,0.98,21.32,0.049,0,NASDAQ,NASDAQ,US,False,True
JUEZX,JPMorgan U.S. Equity Fund Class R2,24113205200,,,0.98,20.87,0.022,0,NASDAQ,NASDAQ,US,False,True
JUESX,JPMorgan U.S. Equity Fund Class I,24102919919,,,0.98,21.25,0.043,0,NASDAQ,NASDAQ,US,False,True
JUEAX,JPMorgan U.S. Equity Fund Class A,24102631270,,,0.98,21.16,0.032,0,NASDAQ,NASDAQ,US,False,True
CQP,"Cheniere Energy Partners, L.P.",24100301810,Energy,Oil & Gas Midstream,0.771,49.79,4.16,443854,American Stock Exchange,AMEX,US,False,True
AD.AS,Koninklijke Ahold Delhaize N.V.,24100280131,Consumer Defensive,Grocery Stores,0.23,26.015,1.08,960291,Amsterdam,EURONEXT,NL,False,True
FWONK,Formula One Group,24071834396,Communication Services,Entertainment,1.036,63.13,,514339,NASDAQ Global Select,NASDAQ,US,False,True
TROW,"T. Rowe Price Group, Inc.",24065484300,Financial Services,Asset Management,1.334,107.69,4.88,878079,NASDAQ Global Select,NASDAQ,US,False,True
ALNY,"Alnylam Pharmaceuticals, Inc.",24020615130,Healthcare,Biotechnology,0.495,191.41,0.0,270060,NASDAQ Global Select,NASDAQ,US,False,True
STT,State Street Corporation,23902916640,Financial Services,Asset Management,1.542,77.46,2.76,1050737,New York Stock Exchange,NYSE,US,False,True
SCHB,Schwab U.S. Broad Market ETF,23887016540,,,1.01,55.67,0.7773,1222013,New York Stock Exchange Arca,AMEX,US,True,True
MT,ArcelorMittal S.A.,23826133782,Basic Materials,Steel,1.88,28.39,0.44,1034187,New York Stock Exchange,NYSE,LU,False,True
ULTA,"Ulta Beauty, Inc.",23794649385,Consumer Cyclical,Specialty Retail,1.359,489.99,0.0,460289,NASDAQ Global Select,NASDAQ,US,False,True
H.TO,Hydro One Limited,23768985500,Utilities,Utilities—Regulated Electric,0.264,39.7,1.19,812706,Toronto Stock Exchange,TSX,CA,False,True
NA-PE.TO,National Bank of Canada,23596173296,Financial Services,Banks—Diversified,1.097,21.79,1.45,2483,Toronto Stock Exchange,TSX,CA,False,True
GWO-PI.TO,Great-West Lifeco Inc.,23582056448,,,0.846,17.39,1.13,13709,Toronto Stock Exchange,TSX,,False,True
VOD,Vodafone Group Public Limited Company,23558208000,Communication Services,Telecom Services,0.469,8.7,0.97,4442148,NASDAQ Global Select,NASDAQ,GB,False,True
VV,Vanguard Large Cap Index Fund,23488864077,,,1.0,218.15,3.0834,362971,New York Stock Exchange Arca,AMEX,US,True,True
FITB,Fifth Third Bancorp,23488276330,Financial Services,Banks—Regional,1.302,34.49,1.36,3982133,NASDAQ Global Select,NASDAQ,US,False,True
IBFFX,American Funds Int Bond Fd of America Cl F-1 Shs,23448252407,,,0.6,12.55,0.11399999999999999,0,NASDAQ,NASDAQ,,False,True
JBALX,Janus Henderson Balanced Fund,23354171390,,,0.99,42.4,0.329,0,NASDAQ,NASDAQ,,False,True
JABAX,Janus Henderson Balanced Fund - T Shares,23354171388,,,0.99,42.32,0.317,0,NASDAQ,NASDAQ,,False,True
JABNX,Janus Henderson Balanced Fund - N Shares,23354171383,,,0.99,42.35,0.5690000000000001,0,NASDAQ,NASDAQ,,False,True
JABRX,Janus Henderson Balanced Fund Class S,23326559436,,,0.98,42.24,0.295,0,NASDAQ,NASDAQ,US,False,True
JABCX,Janus Henderson Balanced Fund Class C,23326202295,,,0.98,41.7,0.249,0,NASDAQ,NASDAQ,,False,True
ICLR,ICON Public Limited Company,23304303890,Healthcare,Diagnostics & Research,1.104,283.07,0.0,253339,NASDAQ Global Select,NASDAQ,IE,False,True
CUK,Carnival Corporation & plc,23300192242,Consumer Cyclical,Leisure,2.507,16.86,0.0,1760367,New York Stock Exchange,NYSE,US,False,True
CHD,"Church & Dwight Co., Inc.",23297881920,Consumer Defensive,Household & Personal Products,0.497,94.56,1.09,1106334,New York Stock Exchange,NYSE,US,False,True
TCOM,Trip.com Group Limited,23267862076,Consumer Cyclical,Travel Services,0.607,36.01,0.0,5349847,NASDAQ Global Select,NASDAQ,CN,False,True
RJF,"Raymond James Financial, Inc.",23259681392,Financial Services,Capital Markets,1.026,111.5,1.8,482048,New York Stock Exchange,NYSE,US,False,True
TSCO,Tractor Supply Company,23247753420,Consumer Cyclical,Specialty Retail,0.841,215.03,4.12,984227,NASDAQ Global Select,NASDAQ,US,False,True
EQR,Equity Residential,23223981000,Real Estate,REIT—Residential,0.856,61.16,2.65,1674321,New York Stock Exchange,NYSE,US,False,True
ML.PA,Compagnie Générale des Établissements Michelin Société en commandite par actions,23207471760,Consumer Cyclical,Auto Parts,0.0,32.46,1.25,646611,Paris,EURONEXT,FR,False,True
PRNHX,T. Rowe Price New Horizons Fund,23207164610,,,0.98,56.22,0.0,0,NASDAQ,NASDAQ,US,False,True
WSP.TO,WSP Global Inc.,23149147680,Industrials,Engineering & Construction,0.883,185.74,1.5,98100,Toronto Stock Exchange,TSX,CA,False,True
SPLG,SPDR Portfolio S&P 500 ETF,23141958995,,,1.0,55.9,0.80443,6687205,New York Stock Exchange Arca,AMEX,US,True,True
GOVT,iShares U.S. Treasury Bond ETF,23137769549,,,0.85,23.04,0.612082,4151764,BATS,ETF,US,True,True
IVE,iShares S&P 500 Value ETF,23118675848,,,0.89,173.89,2.8735999999999997,447665,New York Stock Exchange Arca,AMEX,US,True,True
ASM.AS,ASM International NV,23117075475,Technology,Semiconductor Equipment & Materials,1.376,469.95,2.5,98955,Amsterdam,EURONEXT,NL,False,True
BEP-UN.TO,Brookfield Renewable Partners L.P.,23022290918,Utilities,Utilities—Renewable,0.812,34.81,1.83,84781,Toronto Stock Exchange,TSX,BM,False,True
VWEHX,Vanguard High Yield Corporate Fund,23002294267,,,0.92,5.42,0.097,0,NASDAQ,NASDAQ,,False,True
VWEAX,Vanguard High-Yield Corporate Fund Admiral Shares,23002294267,,,0.92,5.42,0.099,0,NASDAQ,NASDAQ,,False,True
SE,Sea Limited,22793667179,Consumer Cyclical,Internet Retail,1.556,40.5,0.0,8641153,New York Stock Exchange,NYSE,SG,False,True
VWNDX,Vanguard Windsor Fund,22789023738,,,0.88,21.49,0.163,0,NASDAQ,NASDAQ,US,False,True
MTB,M&T Bank Corporation,22751460951,Financial Services,Banks—Regional,0.864,137.08,5.2,634246,New York Stock Exchange,NYSE,US,False,True
DTE,DTE Energy Company,22742118222,Utilities,Utilities—Regulated Electric,0.656,110.26,3.88,691272,New York Stock Exchange,NYSE,US,False,True
DTG,DTE Energy Company 2021 Series ,22742087773,,,0.0,20.94,1.09328,232390,New York Stock Exchange,NYSE,,False,True
WAB,Westinghouse Air Brake Technologies Corporation,22735277100,Industrials,Railroads,1.426,126.9,0.68,374419,New York Stock Exchange,NYSE,US,False,True
PRJIX,T. Rowe Price New Horizons Fund I Class,22733430753,,,0.98,56.54,0.0,0,NASDAQ,NASDAQ,US,False,True
EBAY,eBay Inc.,22638780000,Consumer Cyclical,Internet Retail,1.301,43.62,1.0,4680401,NASDAQ Global Select,NASDAQ,US,False,True
NHMCX,Nuveen High Yield Municipal Bond Fund Class C2,22624468986,,,2.11,18.34,0.0,0,NASDAQ,NASDAQ,US,False,False
DTW,DTE Energy Company JR SUB DB 2017 E,22588405680,,,0.0,24.47,1.31236,98060,New York Stock Exchange,NYSE,US,False,True
TROSX,T. Rowe Price Overseas Stock Fund,22558963710,,,1.04,12.47,0.0,0,NASDAQ,NASDAQ,,False,True
VLCAX,Vanguard Large Cap Index Fund Admiral Shs,22548671661,,,1.0,110.27,0.719,0,NASDAQ,NASDAQ,,False,True
WBA,"Walgreens Boots Alliance, Inc.",22511180370,Healthcare,Pharmaceutical Retailers,0.748,26.11,1.92,10836530,NASDAQ Global Select,NASDAQ,US,False,True
CM-PT.TO,Canadian Imperial Bank of Commerce,22483602499,Financial Services,Banks—Diversified,1.084,24.35,1.3,2667,Toronto Stock Exchange,TSX,CA,False,True
DFLVX,DFA U.S. Large Cap Value Portfolio  (The),22475695118,,,0.89,44.54,0.229,0,NASDAQ,NASDAQ,,False,True
ARGX,argenx SE,22475233755,Healthcare,Biotechnology,0.461,380.43,0.0,173162,NASDAQ Global Select,NASDAQ,NL,False,True
TFA.BR,"Telefónica, S.A.",22426793626,Communication Services,Telecom Services,0.6509,3.9,0.3,204,Brussels,EURONEXT,ES,False,False
IUSB,iShares Core Total USD Bond Market ETF,22422195150,,,0.99,46.07,1.5952799999999998,2084371,NASDAQ Global Market,NASDAQ,US,True,True
MG.TO,Magna International Inc.,22419202064,Consumer Cyclical,Auto Parts,1.679,78.29,2.49,431630,Toronto Stock Exchange,TSX,CA,False,True
DFAC,Dimensional U.S. Core Equity 2 ETF,22391906207,,,0.98,29.23,0.35139899999999996,1527068,New York Stock Exchange Arca,AMEX,US,True,True
WPM,Wheaton Precious Metals Corp.,22350822640,Basic Materials,Gold,0.466,49.34,0.6,1535011,New York Stock Exchange,NYSE,CA,False,True
WN.TO,George Weston Limited,22338606500,Consumer Defensive,Grocery Stores,0.409,164.5,2.8,61022,Toronto Stock Exchange,TSX,CA,False,True
HWM,Howmet Aerospace Inc.,22283585280,Industrials,Specialty Industrial Machinery,1.307,54.12,0.2,1895887,New York Stock Exchange,NYSE,US,False,True
FSSNX,Fidelity Small Cap Index Fund,22271875050,,,1.01,25.04,0.0,0,NASDAQ,NASDAQ,US,False,True
NVR,"NVR, Inc.",22254640564,Consumer Cyclical,Residential Construction,1.054,7000.45,0.0,12278,New York Stock Exchange,NYSE,US,False,True
PHM,"PulteGroup, Inc.",22253716726,Consumer Cyclical,Residential Construction,1.463,103.22,0.8,1068286,New York Stock Exchange,NYSE,US,False,True
RIVN,"Rivian Automotive, Inc.",22240080000,Consumer Cyclical,Auto Manufacturers,1.936,23.46,0.0,21224985,NASDAQ Global Select,NASDAQ,US,False,True
VGSTX,Vanguard STAR Fund,22222202870,,,1.11,26.85,0.0,0,NASDAQ,NASDAQ,,False,True
TEF,"Telefónica, S.A.",22210279295,Technology,Telecom Services - Foreign,0.732,3.9,0.32,901832,New York Stock Exchange,NYSE,ES,False,True
DTB,DTE Energy Company 2020 Series ,22198348839,,,0.0,19.7,1.09372,220469,New York Stock Exchange,NYSE,,False,True
UWMC,UWM Holdings Corporation,22149197821,Financial Services,Mortgage Finance,1.605,7.15,0.4,1328714,New York Stock Exchange,NYSE,US,False,True
